BG2020,H202010020,H202010030,H202020010,H202020012,H202020020,H202020040,H202021010,H202030011,H202033010,H202033025,H202060010,H202062010,H202070010,H202070020,H202070030,H202070040,H202070070,H202072010,H202072020,H202081011,H202090012,H202090093,H202091012,H202091093,H202092021
481130166272,2660,632,0.0,0.0,0.10426,119700,0.24434,0.06329,0.31804,0.0,0.94549,0.04323,0.0,0.0,0.0,0.10602,0.94937,0.01108,0.0,0.04589,0.268,0.36,2,2,1.0
481130166282,1996,731,0.0448,0.0,0.23143,116200,0.06323,0.29138,0.05335,0.11723,0.77906,0.0,0.0,0.06062,0.0,0.288,0.84952,0.0,0.01681,0.15321,0.593,0.536,3,3,1.0
481130166291,1085,395,0.23594,0.0,0.06953,71900,0.0,0.0,0.28354,0.09032,0.92166,0.02736,0.0,0.0,0.11633,0.67926,0.82103,0.0,0.0,0.0,0.315,0.388,2,2,1.0
481130166292,1678,534,0.10727,0.0,0.0,105000,0.07951,0.10674,0.17416,0.03159,0.83611,0.01846,0.0,0.0,0.0,0.11442,0.32584,0.08614,0.0251,0.0,0.287,0.372,2,2,1.0
481130166301,2027,527,0.01332,0.0,0.02266,149800,0.13296,0.08918,0.10626,0.07301,0.92847,0.06546,0.0,0.0,0.0,0.2294,0.45161,0.0,0.01735,0.0,0.328,0.396,2,2,1.0
481130166302,1481,462,0.07225,0.0,0.04792,144300,0.10606,0.11688,0.15152,0.19851,0.97367,0.02949,0.0,0.0,0.0,0.06009,0.13636,0.02381,0.0,0.02597,0.377,0.422,2,2,1.0
481130166303,949,326,0.07165,0.03374,0.0,151300,0.0,0.08896,0.29141,0.098,0.96207,0.0,0.0,0.0,0.13984,1.0,0.63588,0.16564,0.0,0.0,0.727,0.618,3,3,1.0
481130166311,2347,717,0.17554,0.09763,0.06543,99600,0.0934,0.31799,0.07252,0.06221,0.85769,0.03317,0.0,0.0,0.15047,0.10908,0.47512,0.09205,0.0,0.11297,0.661,0.577,3,3,1.0
481130166322,944,430,0.0053,0.0,0.23381,144900,0.00312,0.25116,0.21628,0.0,0.89089,0.0,0.0,0.00742,0.0,0.37353,0.54419,0.0,0.23267,0.0,0.396,0.433,2,2,1.0
481130166331,2153,555,0.09986,0.0,0.0,93100,0.1068,0.12793,0.37838,0.04598,1.0,0.00682,0.0,0.0,0.0,0.30794,0.04685,0.0,0.0,0.0,0.138,0.27,1,1,1.0
481130166333,2203,705,0.3123,0.0,0.08658,160300,0.16576,0.09504,0.24965,0.09896,0.91739,0.04786,0.0,0.0,0.0,0.25193,0.41702,0.0,0.02449,0.16454,0.64,0.565,3,3,1.0
481130166341,2505,671,0.25389,0.05216,0.0,-1,0.86503,0.12966,0.12072,0.0,0.95289,0.1485,0.0,0.0,0.14413,0.23433,0.875,0.33085,0.0,0.15648,0.662,0.578,3,3,1.0
481130166342,1181,542,0.27032,0.11439,0.26667,179200,0.33071,0.7417,0.1107,0.12532,0.76376,0.10358,0.11715,0.0,0.0798,0.60034,0.67063,0.16236,0.0,0.35978,0.985,0.861,4,4,1.0
481130166351,534,476,0.32397,0.27941,0.45,102000,0.14419,0.91597,0.0,0.0,0.97191,0.0,0.0,0.0,0.05179,1.0,0.60956,0.41597,0.0,0.58613,0.833,0.692,4,4,1.0
481130166352,2806,807,0.45082,0.0,0.0,85000,0.31132,0.12144,0.57001,0.14469,1.0,0.0,0.04889,0.0,0.06054,1.0,0.539,0.13383,0.0,0.21314,0.779,0.651,4,4,1.0
481130166353,611,331,0.0,0.0,0.10354,149100,0.20935,0.0,0.10272,0.14075,0.87725,0.01333,0.0,0.25859,0.30462,1.0,0.62395,0.12689,0.12766,0.45317,0.861,0.714,4,4,1.0
481130166362,1520,744,0.17039,0.01478,0.09207,90800,0.22927,0.11022,0.15188,0.02829,0.66053,0.02708,0.0,0.0,0.07692,0.29474,0.5794,0.10215,0.0,0.0,0.515,0.494,3,3,1.0
481130166371,2685,987,0.12253,0.0,0.05968,184700,0.14269,0.0922,0.18744,0.12142,0.96089,0.06613,0.0,0.0,0.07929,0.13669,0.8209,0.0,0.0,0.0,0.297,0.378,2,2,1.0
481130166381,1925,849,0.00936,0.0,0.06773,89500,0.0972,0.12485,0.17314,0.09818,0.84104,0.0144,0.0,0.16727,0.08611,0.85215,0.72659,0.01767,0.0,0.10483,0.665,0.579,3,3,1.0
481130167042,1254,557,0.22249,0.01436,0.0,90000,0.0303,0.36086,0.2298,0.10766,0.99123,0.0,0.0,0.0,0.0,0.41388,0.97307,0.08977,0.0,0.04668,0.675,0.585,3,3,1.0
481130167061,1251,430,0.28802,0.24884,0.0,47300,0.45476,0.33953,0.07442,0.07434,0.91127,0.09758,0.0,0.05915,0.05495,0.38233,0.79121,0.14651,0.0,0.33256,0.891,0.739,4,4,1.0
481130167062,1264,424,0.56962,0.0,0.0,108900,0.05652,0.07547,0.26179,0.10839,0.97864,0.12955,0.01446,0.0,0.12397,0.61867,0.96281,0.0,0.0,0.0,0.416,0.442,2,2,1.0
481130167071,579,223,0.08463,0.1435,0.0,82500,0.0,0.57848,0.0,0.02245,0.93955,0.0,0.0,0.0,0.0,0.0,0.44395,0.0,0.0,0.0,0.094,0.23,1,1,1.0
481130167072,2030,955,0.01429,0.0,0.10496,86900,0.07287,0.08377,0.08901,0.02069,0.94335,0.0503,0.0,0.0,0.0,0.36305,0.84084,0.00838,0.0,0.02827,0.216,0.328,1,1,1.0
481130167073,2015,722,0.06203,0.0,0.02178,85600,0.0,0.05956,0.36704,0.14988,0.92754,0.0,0.0,0.0,0.02695,0.84417,0.79111,0.0,0.09438,0.05956,0.619,0.552,3,3,1.0
481130167081,1992,604,0.14508,0.0,0.0,85600,0.14168,0.06623,0.33113,0.06978,0.876,0.01997,0.06623,0.0,0.0,0.11496,0.24834,0.0,0.0,0.0,0.155,0.284,1,1,1.0
481130167082,2603,675,0.0,0.0,0.11046,107800,0.12386,0.0637,0.31259,0.03573,1.0,0.0,0.0,0.0,0.04391,0.1214,0.06232,0.0,0.03418,0.07111,0.377,0.422,2,2,1.0
481130167101,2109,727,0.31342,0.0,0.0,193900,0.32302,0.29436,0.15681,0.06496,1.0,0.04919,0.02613,0.0,0.0,0.10811,0.31224,0.16781,0.0,0.32875,0.649,0.57,3,3,1.0
481130167102,2994,939,0.14162,0.03727,0.0,183900,0.30645,0.36635,0.18743,0.0,0.89178,0.10588,0.0,0.00134,0.09188,0.45418,0.95164,0.164,0.02452,0.35996,0.875,0.726,4,4,1.0
481130168021,1652,502,0.32189,0.0,0.04572,170800,0.10122,0.23705,0.26892,0.17252,0.81901,0.01902,0.33267,0.0,0.0,0.0,0.91633,0.0,0.0,0.0,0.355,0.41,2,2,1.0
481130168022,1700,601,0.03743,0.0,0.06557,98200,0.19793,0.14642,0.25125,0.05824,0.89706,0.01749,0.0,0.0,0.07822,0.11118,0.26534,0.06822,0.02626,0.07488,0.6,0.54,3,3,1.0
481130168033,1462,618,0.24105,0.0356,0.02,180900,0.12525,0.21197,0.07443,0.0472,0.46785,0.0,0.02044,0.0,0.09781,0.16895,0.91241,0.0,0.0,0.10518,0.287,0.372,2,2,1.0
481130168051,3187,1153,0.03892,0.0,0.07527,391700,0.03481,0.01821,0.31657,0.22184,0.9545,0.01976,0.0,0.00847,0.08274,0.72437,0.97136,0.02342,0.0,0.06245,0.644,0.567,3,3,1.0
481130168052,942,479,0.04989,0.0,0.05654,92700,0.0,0.24426,0.49269,0.0,0.862,0.0414,0.0,0.0,0.103,0.08174,0.42322,0.0,0.0,0.08142,0.166,0.291,1,1,1.0
481130168062,2055,654,0.05496,0.0,0.062,337300,0.0913,0.07951,0.17584,0.03066,0.9747,0.02711,0.0,0.0438,0.0,0.28702,0.29205,0.0,0.0,0.10245,0.22,0.33,1,1,1.0
481130169021,2690,725,0.29692,0.02483,0.07992,77500,0.28163,0.14897,0.38897,0.14684,0.89851,0.13377,0.35925,0.03346,0.02815,0.47577,0.69973,0.02483,0.0,0.13241,0.904,0.75,4,4,1.0
481130169022,2275,0,0.0,0.0,0.0,389400,0.32494,0.0,0.0,0.0,0.68,0.03868,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.082,1,1,1.0
481130169023,1105,272,0.4,0.03676,0.03325,305700,0.40987,0.22059,0.23529,0.11403,0.85973,0.20225,0.0,0.0,0.1254,0.20271,0.93891,0.0,0.0,0.15809,0.696,0.598,3,3,1.0
481130169031,1286,507,0.19984,0.08087,0.0,114500,0.20245,0.19329,0.1499,0.10342,0.89736,0.04597,0.20075,0.0,0.04878,0.04666,0.54409,0.06509,0.0,0.22288,0.715,0.61,3,3,1.0
481130169032,3202,923,0.25917,0.06067,0.06582,273600,0.35866,0.14843,0.13543,0.06871,0.69769,0.18679,0.37233,0.12149,0.06104,0.55599,0.80773,0.06392,0.0,0.21993,0.9,0.747,4,4,1.0
481130169033,1272,553,0.18318,0.0,0.02755,183900,0.16874,0.22423,0.07414,0.09984,0.73585,0.01921,0.5142,0.0,0.17339,0.35692,0.49776,0.0,0.0,0.41591,0.482,0.477,2,2,1.0
481130170052,2675,728,0.0737,0.0,0.00743,235400,0.20255,0.09203,0.14835,0.05832,0.6957,0.0659,0.0,0.02617,0.11111,0.07716,0.44933,0.0206,0.0,0.06044,0.366,0.416,2,2,1.0
481130170061,2092,622,0.07402,0.04823,0.08343,170100,0.28879,0.42765,0.07717,0.02581,0.4412,0.03042,0.18713,0.0,0.38416,0.02055,0.76436,0.02733,0.0,0.18167,0.625,0.555,3,3,1.0
481130170082,1392,475,0.1796,0.03579,0.08987,200300,0.23318,0.19789,0.01895,0.0431,0.52802,0.06982,0.02825,0.0,0.10546,0.32687,0.49153,0.09263,0.0,0.14526,0.646,0.568,3,3,1.0
481130170101,2739,811,0.19131,0.0,0.01654,141700,0.4927,0.07152,0.10111,0.10369,0.90398,0.16782,0.30086,0.0,0.0,0.28916,0.33909,0.05549,0.0,0.06535,0.569,0.523,3,3,1.0
481130170102,2152,635,0.19888,0.0,0.0,243600,0.32642,0.21732,0.33858,0.13755,0.72305,0.12985,0.73245,0.0,0.15894,0.55669,0.84503,0.08819,0.0,0.01417,0.789,0.658,4,4,1.0
481130171012,1736,480,0.24654,0.025,0.09429,-1,0.32919,0.13125,0.15208,0.09965,0.7212,0.18426,0.74812,0.0,0.09774,0.49827,0.74248,0.01042,0.0,0.125,0.823,0.684,4,4,1.0
481130171022,1465,531,0.08666,0.0,0.03105,-1,0.32639,0.09228,0.11111,0.11741,0.8198,0.11756,0.07345,0.0,0.0,0.35154,0.85122,0.01695,0.0,0.10923,0.562,0.519,3,3,1.0
481130171023,2628,709,0.16271,0.01693,0.02542,231600,0.48013,0.22567,0.18618,0.11225,0.87177,0.19374,0.11037,0.03044,0.05718,0.31554,0.6609,0.07616,0.04553,0.22708,0.964,0.817,4,4,1.0
481130172012,1533,376,0.22244,0.03989,0.0,144500,0.67675,0.13032,0.29255,0.08219,0.88519,0.32125,0.40088,0.0,0.17181,0.47228,0.72467,0.01596,0.0,0.29787,0.847,0.703,4,4,1.0
481130172013,1754,577,0.20696,0.05373,0.07884,444400,0.43128,0.34489,0.11612,0.08039,0.73147,0.09423,0.0,0.0,0.04785,0.30388,0.84818,0.06239,0.0,0.12305,0.817,0.679,4,4,1.0
481130173073,1020,327,0.0,0.0,0.06146,288000,0.06892,0.18654,0.05199,0.08039,0.72549,0.0,0.0,0.0,0.0,0.0,0.40673,0.0,0.0,0.0,0.071,0.203,1,1,1.0
481130173082,1208,381,0.01656,0.0,0.0363,240300,0.08322,0.11286,0.0,0.09189,0.64238,0.08569,0.0,0.0,0.0,0.06623,1.0,0.0,0.0,0.0,0.075,0.208,1,1,1.0
481130173091,1012,328,0.08794,0.0,0.02367,403300,0.10119,0.0,0.30793,0.12154,0.66502,0.0,0.0,0.0,0.0,0.61561,0.8811,0.06707,0.0,0.03354,0.437,0.453,2,2,1.0
481130173092,1644,496,0.0,0.0,0.0,260900,0.19151,0.02621,0.0,0.02555,0.8163,0.09863,0.0,0.0,0.25859,0.03041,0.55456,0.0,0.0,0.03024,0.031,0.144,1,1,1.0
481130173101,1619,464,0.14083,0.0,0.04448,290300,0.0539,0.1875,0.05388,0.105,0.70167,0.0,0.0,0.0,0.0,0.47437,1.0,0.0,0.0,0.0,0.193,0.311,1,1,1.0
481130173112,1455,536,0.02543,0.02239,0.07459,348600,0.37711,0.375,0.10261,0.03849,0.69278,0.07291,0.0,0.0,0.0,0.33402,1.0,0.1194,0.0,0.19216,0.721,0.614,3,3,1.0
481130173121,1783,569,0.02524,0.0246,0.01627,544100,0.22587,0.17047,0.20562,0.05496,0.59002,0.04748,0.0,0.0,0.0,0.4857,1.0,0.0,0.0,0.04921,0.437,0.453,2,2,1.0
481130173122,2835,760,0.13597,0.03026,0.01389,390800,0.14097,0.29342,0.22105,0.04127,0.69312,0.04231,0.0,0.0,0.06519,0.12099,0.98155,0.02632,0.0,0.07105,0.578,0.528,3,3,1.0
481130173132,1966,562,0.0,0.0,0.06305,-1,0.05673,0.15125,0.07473,0.07986,0.82859,0.00995,0.0,0.0,0.0,0.25229,0.04804,0.0,0.0,0.0,0.11,0.245,1,1,1.0
481130173142,1298,347,0.00847,0.0317,0.03949,255400,0.17945,0.08934,0.04899,0.01541,0.82049,0.0133,0.03599,0.0,0.10797,0.0,0.42159,0.0317,0.0,0.0634,0.289,0.373,2,2,1.0
481130173144,2628,608,0.08152,0.0,0.01085,204700,0.32695,0.15789,0.15625,0.15639,0.89916,0.22463,0.40132,0.0,0.0,0.10046,1.0,0.0,0.0,0.02138,0.43,0.449,2,2,1.0
481130173151,2125,641,0.15247,0.0,0.21204,45900,0.04705,0.28861,0.14821,0.13788,0.89694,0.01747,0.0,0.0,0.03754,0.08706,0.33183,0.0,0.0,0.0,0.296,0.377,2,2,1.0
481130173153,2157,653,0.11544,0.0,0.10996,104000,0.3086,0.28331,0.2098,0.08484,0.53778,0.08511,0.0,0.0,0.08287,0.24571,1.0,0.01225,0.0,0.13476,0.654,0.573,3,3,1.0
481130174001,1132,335,0.22527,0.02687,0.05341,-1,0.34512,0.17612,0.20597,0.04417,0.76413,0.1525,0.0,0.0,0.0,0.31272,1.0,0.0,0.0,0.06567,0.521,0.497,3,3,1.0
481130174002,2294,765,0.09243,0.0,0.01561,81700,0.13502,0.29412,0.09281,0.07411,0.55275,0.01836,0.0,0.051,0.03774,0.23013,1.0,0.05098,0.0,0.06144,0.524,0.499,3,3,1.0
481130174003,1746,574,0.2268,0.01742,0.05379,137500,0.25923,0.20209,0.18467,0.08133,0.58362,0.08603,0.0,0.0,0.05437,0.40722,0.98188,0.01742,0.0,0.19861,0.757,0.637,4,4,1.0
481130176042,2279,520,0.04914,0.0,0.10773,78900,0.38542,0.11346,0.23654,0.09609,0.77973,0.13398,0.0,0.0,0.1231,0.30145,1.0,0.0,0.00894,0.09808,0.718,0.612,3,3,1.0
481130176052,1608,509,0.12624,0.09234,0.01968,-1,0.33498,0.17289,0.10609,0.04975,0.81841,0.20877,0.00928,0.0,0.05566,0.2158,0.90538,0.07662,0.01129,0.33202,0.835,0.693,4,4,1.0
481130176061,1661,485,0.23841,0.07423,0.06599,-1,0.31295,0.18763,0.25361,0.06321,0.88682,0.1491,0.0,0.0,0.0,0.177,0.88247,0.09072,0.0,0.05979,0.772,0.647,4,4,1.0
481130152022,2331,644,0.17718,0.02329,0.05675,359000,0.40446,0.19099,0.22205,0.18233,0.85071,0.18678,0.0,0.0,0.14927,0.55169,1.0,0.06211,0.0,0.22826,0.922,0.765,4,4,1.0
481130153031,1594,434,0.08477,0.0,0.03479,344700,0.42449,0.14977,0.21889,0.07654,0.79862,0.24389,0.77174,0.0,0.21377,0.30615,0.68297,0.01382,0.0,0.11521,0.678,0.587,3,3,1.0
481130153041,1675,533,0.05552,0.0,0.01469,215900,0.21801,0.197,0.0863,0.0591,0.7594,0.16561,0.57036,0.0,0.0,0.14985,0.87242,0.0,0.02055,0.12008,0.539,0.507,3,3,1.0
481130153053,1077,327,0.3034,0.06116,0.01188,344300,0.27695,0.24771,0.09174,0.09285,0.76602,0.18219,0.10053,0.01764,0.13492,0.25142,0.62963,0.0,0.0,0.07645,0.675,0.585,3,3,1.0
481130153062,2164,620,0.12708,0.01613,0.11034,346800,0.4011,0.15161,0.25323,0.03928,0.78235,0.15103,0.04414,0.0,0.05632,0.22643,0.89954,0.04032,0.0,0.0629,0.726,0.617,3,3,1.0
481130153063,1149,419,0.169,0.0,0.0546,357800,0.1781,0.36993,0.03819,0.03307,0.50827,0.0054,0.0,0.0,0.07912,0.25674,0.97802,0.16945,0.0,0.15513,0.515,0.494,3,3,1.0
481130154032,1958,943,0.21443,0.02227,0.07723,441000,0.23318,0.43372,0.22694,0.09397,0.77273,0.13641,0.0,0.0,0.0,0.82176,0.92365,0.38388,0.0,0.43584,0.979,0.846,4,4,1.0
481130154042,2062,491,0.44512,0.01833,0.02564,185700,0.31934,0.0998,0.21385,0.1193,0.91853,0.23623,0.0,0.0,0.03725,0.64016,0.7902,0.0,0.01088,0.40326,0.884,0.733,4,4,1.0
481130155002,2873,954,0.13326,0.01572,0.03442,91300,0.13419,0.13312,0.18553,0.08562,0.67525,0.20061,0.0,0.01288,0.07648,0.66291,0.97096,0.03774,0.00558,0.1782,0.918,0.763,4,4,1.0
481130157001,1904,462,0.21376,0.0,0.03367,-1,0.44198,0.13203,0.14502,0.11029,0.94853,0.24675,0.0,0.0,0.03145,0.41702,0.84486,0.0,0.0,0.18615,0.523,0.498,3,3,1.0
481130160013,1593,315,0.48379,0.0,0.02467,287000,0.40955,0.10476,0.26032,0.13245,0.87382,0.10854,0.0,0.03202,0.13223,0.44293,0.93939,0.01905,0.0,0.36508,0.784,0.655,4,4,1.0
481130161001,1954,645,0.28045,0.02016,0.07477,82500,0.44164,0.13643,0.13023,0.03787,0.99181,0.2766,0.0,0.0,0.02568,0.31064,0.75529,0.0124,0.0,0.3814,0.637,0.563,3,3,1.0
481130157002,1034,274,0.11412,0.0,0.07368,154700,0.32109,0.22993,0.21898,0.02031,0.83559,0.12142,0.0,0.0,0.09868,0.29594,0.94408,0.06204,0.0,0.23723,0.634,0.561,3,3,1.0
481130159001,2476,993,0.16155,0.01712,0.01258,-1,0.29484,0.19335,0.08157,0.02181,0.7294,0.13171,0.0,0.0,0.00898,0.54887,0.99102,0.01511,0.0,0.27492,0.593,0.536,3,3,1.0
481130160011,1237,390,0.37187,0.0641,0.0,-1,0.53521,0.10256,0.37692,0.06144,0.89733,0.24031,0.0,0.0,0.06921,0.38319,0.88783,0.02051,0.02381,0.23333,0.885,0.734,4,4,1.0
481130159002,0,0,0.0,0.0,0.0,247300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,<NA>,
481130165181,864,285,0.02199,0.0,0.11653,263100,0.08405,0.17193,0.1193,0.02199,0.67593,0.09349,0.0,0.0,0.24802,0.43866,0.97625,0.09474,0.0,0.10175,0.552,0.514,3,3,1.0
481130165352,1497,699,0.11824,0.04149,0.19115,364900,0.0515,0.27325,0.09299,0.08951,0.64395,0.0,0.0,0.00534,0.19097,0.4634,0.97685,0.0,0.0,0.02146,0.562,0.519,3,3,1.0
481130166304,2354,618,0.01062,0.0,0.0118,106600,0.06304,0.07443,0.25566,0.09856,0.8972,0.00754,0.0,0.0,0.0,0.01572,0.30583,0.0,0.07264,0.05987,0.399,0.434,2,2,1.0
481130162011,2317,604,0.01598,0.0,0.02955,82700,0.09137,0.1755,0.15232,0.07984,0.80319,0.06614,0.0,0.00086,0.0,0.08639,0.69702,0.0149,0.01371,0.11424,0.58,0.529,3,3,1.0
481130162012,1850,585,0.03405,0.0,0.0044,-1,0.28584,0.12991,0.16581,0.07081,0.84973,0.17743,0.0,0.0,0.11631,0.4173,0.96073,0.10598,0.0,0.14017,0.661,0.577,3,3,1.0
481130162043,3531,811,0.22996,0.0,0.17269,-1,0.59805,0.11097,0.19482,0.0422,0.87596,0.23093,0.0,0.0,0.0,0.45115,1.0,0.0,0.0,0.08631,0.455,0.463,2,2,1.0
481130164192,2504,680,0.09944,0.0,0.0,-1,0.26768,0.14853,0.28088,0.10942,0.89736,0.04933,0.0,0.0,0.0,0.08666,0.30441,0.03382,0.0,0.0,0.361,0.413,2,2,1.0
481130165261,1799,511,0.24736,0.0,0.11931,-1,0.13636,0.20744,0.29159,0.12285,0.95164,0.2275,0.0,0.00723,0.0,0.66069,0.90215,0.02153,0.0,0.10763,0.811,0.675,4,4,1.0
481130165282,913,344,0.0,0.0,0.0,200000,0.12556,0.05523,0.17733,0.0,0.97043,0.18729,0.0,0.0,0.04709,0.05805,0.64266,0.0,0.0,0.0,0.047,0.171,1,1,1.0
481130166361,841,292,0.20571,0.0,0.07803,86200,0.05111,0.19521,0.18151,0.00832,0.74078,0.08034,0.0,0.0,0.07006,0.55648,1.0,0.0,0.0,0.0,0.296,0.377,2,2,1.0
481130163011,2188,637,0.01371,0.0471,0.08696,-1,0.39904,0.23391,0.0314,0.01691,0.92322,0.24872,0.0,0.0,0.03922,0.07861,0.66063,0.07064,0.0,0.24961,0.543,0.509,3,3,1.0
481130163012,3944,1106,0.08975,0.00452,0.05034,103100,0.13839,0.11935,0.24141,0.07252,0.89833,0.1468,0.0,0.0,0.02555,0.10015,0.33216,0.0,0.0,0.07776,0.388,0.428,2,2,1.0
481130164061,1533,509,0.06262,0.0,0.04711,127400,0.3081,0.11002,0.09037,0.06588,0.86497,0.12081,0.0,0.0,0.0486,0.09654,0.86168,0.01572,0.01023,0.21022,0.573,0.525,3,3,1.0
481130164071,2907,759,0.22979,0.0,0.03315,202100,0.27844,0.18182,0.17128,0.11902,0.87616,0.14721,0.0,0.0,0.02065,0.24045,0.88516,0.02108,0.0,0.12253,0.616,0.55,3,3,1.0
481130164072,2196,642,0.00926,0.0,0.01901,171100,0.16202,0.06075,0.19159,0.13297,0.91075,0.03729,0.0,0.0,0.0,0.31421,0.97975,0.0,0.0,0.19938,0.327,0.395,2,2,1.0
481130164073,876,330,0.31849,0.13333,0.14351,565600,0.49029,0.18182,0.11515,0.14269,0.93151,0.25699,0.0,0.0,0.14286,0.75457,0.82597,0.0,0.0,0.21818,0.826,0.686,4,4,1.0
481130164062,984,376,0.11728,0.13032,0.03992,86600,0.28634,0.34309,0.19947,0.05894,0.85467,0.23974,0.0,0.00508,0.14739,0.67722,1.0,0.0,0.06653,0.10372,0.97,0.829,4,4,1.0
481130164191,2542,776,0.06609,0.0,0.0533,143700,0.17855,0.19716,0.07603,0.06019,0.68017,0.06614,0.0,0.0,0.10702,0.26908,1.0,0.0232,0.0,0.07216,0.444,0.457,2,2,1.0
481130164211,1837,721,0.06857,0.0,0.17857,68300,0.20943,0.25243,0.15811,0.07131,0.63092,0.03751,0.01948,0.0,0.06364,0.49102,1.0,0.03745,0.0,0.27184,0.746,0.63,3,3,1.0
481130164212,1687,481,0.08773,0.03326,0.1072,187700,0.42922,0.44699,0.13929,0.09188,0.87374,0.13381,0.0,0.0,0.10261,0.0,0.97201,0.0,0.0,0.02703,0.613,0.548,3,3,1.0
481130165163,1792,613,0.18359,0.08646,0.10706,134400,0.25702,0.25122,0.04241,0.12221,0.84263,0.16338,0.0,0.01897,0.09587,0.40501,1.0,0.08483,0.0,0.26754,0.913,0.758,4,4,1.0
481130165182,2454,956,0.09739,0.01151,0.20936,214500,0.11747,0.10565,0.18515,0.03097,0.9075,0.03616,0.0,0.0,0.0,0.63855,1.0,0.00732,0.01481,0.08054,0.754,0.635,4,4,1.0
481130167083,2070,584,0.0216,0.0,0.0302,-1,0.07759,0.09932,0.16438,0.1599,1.0,0.05118,0.0,0.0,0.0,0.0,0.07192,0.0,0.0,0.0,0.172,0.295,1,1,1.0
481130164074,1692,379,0.04965,0.0,0.0,68400,0.38521,0.18997,0.07124,0.03428,0.78723,0.08752,0.0,0.0,0.0,0.74527,0.89182,0.02902,0.0,0.0,0.358,0.411,2,2,1.0
481130164092,1817,620,0.01926,0.0,0.06283,142600,0.0625,0.3129,0.07581,0.06219,0.55971,0.08275,0.0,0.0,0.04173,0.03577,0.75889,0.04032,0.0,0.0,0.308,0.384,2,2,1.0
481130164102,2215,592,0.1684,0.0,0.05178,162500,0.06457,0.07939,0.07264,0.01309,0.80677,0.02836,0.0,0.0,0.04052,0.29571,0.5705,0.0,0.0,0.08277,0.104,0.239,1,1,1.0
481130164121,3062,914,0.01082,0.0,0.02387,167100,0.06486,0.15646,0.07549,0.07773,0.83442,0.06303,0.0,0.0,0.0,0.11822,0.186,0.00656,0.00496,0.0186,0.379,0.423,2,2,1.0
481130164161,3304,947,0.09837,0.01162,0.23257,197900,0.12453,0.19535,0.23865,0.05751,0.87863,0.03147,0.2566,0.0,0.0,0.10412,0.35692,0.01267,0.0,0.03062,0.574,0.526,3,3,1.0
481130165111,2600,824,0.00308,0.0,0.03757,-1,0.12263,0.36772,0.23786,0.06846,0.85962,0.0,0.0,0.0,0.02485,0.28577,0.92663,0.01092,0.00442,0.06189,0.607,0.545,3,3,1.0
481130165132,1366,429,0.17423,0.0,0.02011,-1,0.06076,0.44522,0.12587,0.0776,0.66618,0.04603,0.0,0.0,0.03596,0.01025,0.98202,0.0,0.0,0.0,0.243,0.344,1,1,1.0
481130165133,1637,634,0.05437,0.0,0.0954,125400,0.03569,0.39905,0.01262,0.03665,0.64203,0.00824,0.0,0.0,0.0,0.15516,0.87539,0.0,0.01117,0.0,0.26,0.355,2,2,1.0
481130165112,2185,700,0.20545,0.02143,0.02762,31100,0.09223,0.18143,0.14143,0.01831,0.8659,0.04569,0.02286,0.0,0.0,0.25263,0.95,0.02714,0.0,0.13571,0.524,0.499,3,3,1.0
481130165131,898,363,0.01114,0.0,0.02857,161900,0.1208,0.28926,0.0551,0.01114,0.52561,0.0518,0.0,0.0,0.05959,0.04677,0.98705,0.02755,0.03922,0.02755,0.363,0.414,2,2,1.0
481130165162,1021,282,0.04984,0.03191,0.04871,176700,0.3502,0.34043,0.12766,0.05093,0.80607,0.16409,0.0,0.08913,0.10191,0.27204,1.0,0.03191,0.0,0.0,0.733,0.622,3,3,1.0
481130165171,1259,458,0.28038,0.03712,0.10165,251100,0.17732,0.25328,0.19869,0.08499,0.7919,0.01563,0.0,0.0,0.04782,0.5282,0.92516,0.04367,0.01223,0.14192,0.917,0.762,4,4,1.0
481130165172,1777,476,0.10467,0.02521,0.06818,195500,0.25386,0.19118,0.37605,0.0484,0.87226,0.15198,0.0,0.0,0.02658,0.39899,0.94888,0.03992,0.0,0.13866,0.772,0.647,4,4,1.0
481130165222,2538,701,0.32846,0.01569,0.0,292700,0.02771,0.097,0.35378,0.0327,0.58708,0.00204,0.0,0.10993,0.01821,0.23904,0.91877,0.0,0.0,0.00999,0.28,0.368,2,2,1.0
481130165173,2111,685,0.11937,0.05401,0.11994,153700,0.08422,0.33431,0.14891,0.03221,0.80957,0.05531,0.0,0.0,0.0433,0.56798,0.84916,0.13285,0.0,0.1781,0.816,0.678,4,4,1.0
481130165183,2384,727,0.08652,0.02613,0.03537,230100,0.11335,0.23246,0.35626,0.08054,0.77139,0.03878,0.0,0.03733,0.0,0.43094,1.0,0.02751,0.01272,0.06052,0.867,0.72,4,4,1.0
481130165192,1139,434,0.05882,0.00691,0.00778,195600,0.04952,0.37097,0.14286,0.03073,0.52063,0.06793,0.0,0.00439,0.06263,0.24162,0.95248,0.0,0.0,0.10369,0.384,0.426,2,2,1.0
481130165251,1994,674,0.00972,0.00742,0.01136,253400,0.066,0.18991,0.0,0.04965,0.79639,0.0343,0.02226,0.0,0.0,0.0,0.23887,0.0,0.0,0.0,0.076,0.209,1,1,1.0
