TRACT2020,ALAND,AWATER,U202020010,U202020013,U202020020,U202020031,U202020033,U202020040,U202020070,U202021010,U202030020,U202030030,U202033010,U202060021,U202060022,U202060023,U202060024,U202062010,U202065010,U202065015,U202065017,U202070010,U202070030,U202070040,U202070060,U202072010,U202020050,U202081021,U202081022,U202090012,C202010020,C202010030,C202010040,C202020010,C202020020,C202020031,C202020050,C202021010,C202030010,C202033010,C202033020,C202060010,C202062010,C202070010,C202070020,C202070050,C202070055,C202072010,C202081010,C202090011,C202090012,C202090021,C202090022,C202090031,C202090032,C202090091,C202090092,C202091011,C202091012,C202092023,H202010020,H202010030,H202020010,H202020012,H202020020,H202020040,H202021010,H202030011,H202033010,H202033025,H202060010,H202062010,H202070010,H202070020,H202070030,H202070040,H202070070,H202072010,H202072020,H202081011,H202090012,H202090093,H202091012,H202091093,H202092021,SETX,FIPSCNTY,airsite_tract,airsite_name
48201221900,2664061,0,0.30552,0.21411,0.04874,-14918.0,-0.03527,-85600.0,916.0,0.57294,0.60903,34.8,0.51167,0.0,0.0,0.0,0.97037,0.35925,0.45607,0.1977,0.33657,0.11663,0.0394,0.31993,4.07,0.0,0.42906,0.07713,0.23786,96.64500000000001,4962.0,1219.0,1269.0,0.414,0.049,0.239,0.429,0.573,0.084,0.022,0.284,0.971,0.359,0.117,0.001,0.0,0.026,0.0,0.094,0.7177,66.82000000000001,0.659,0.6172,0.7136,0.6689,4.0,4.0,3.0,3.0,1.0,4962.0,1219.0,0.30552,0.06727,0.04874,85600.0,0.57294,0.13864,0.2338,0.06933,0.97058,0.35925,0.11663,0.00101,0.0394,0.25096,0.94484,0.0,0.0,0.25677,70.0,0.613,3.0,3.0,1.0,0.0,48201,0.0,
48201222000,1136544,329,0.33364,0.218,0.05791,-13945.0,-0.0,-77100.0,1012.0,0.4408,0.47204,31.3,0.26106,0.0,0.10266,0.0,0.8066,0.14498,0.39459,0.178,0.37352,0.01277,0.08759,0.29,3.78,0.048,0.30156,0.07092,0.26714,69.758,2182.0,500.0,548.0,0.457,0.058,0.328,0.302,0.441,0.035,0.054,0.24,0.912,0.145,0.013,0.133,0.0,0.14,0.048,0.098,0.8781,80.67999999999999,0.859,0.7906,0.8257,0.7397,7.0,3.0,4.0,4.0,1.0,2182.0,500.0,0.33364,0.032,0.05791,77100.0,0.4408,0.14,0.118,0.04216,0.91247,0.14498,0.01277,0.13336,0.08759,0.30354,0.97993,0.048,0.0,0.386,65.9,0.589,3.0,3.0,1.0,0.0,48201,0.0,
48201520400,2040581,2708,0.3866,0.24199,0.11303,-15960.0,-0.01683,-155000.0,862.0,0.32864,0.73968,33.7,0.79337,0.0,0.07882,0.0008,0.74638,0.2064,0.54182,0.25881,0.4189,0.05049,0.12482,0.86058,2.9,0.21234,0.34021,0.22988,0.2439,86.593,3730.0,1248.0,1426.0,0.625,0.113,0.531,0.34,0.329,0.111,0.13,0.256,0.838,0.206,0.05,0.031,0.508,0.087,0.212,0.136,0.9995,99.77000000000001,0.9996,0.9985,0.9995,0.9975,8.0,7.0,4.0,4.0,1.0,3730.0,1248.0,0.3866,0.03365,0.11303,155000.0,0.32864,0.23478,0.2492,0.08686,0.83807,0.2064,0.05049,0.03083,0.12482,0.87109,0.64306,0.21234,0.03645,0.13862,99.0,0.888,4.0,4.0,1.0,0.0,48201,0.0,
48201350700,1433039,38163,0.0439,0.35261,0.04724,-38190.0,-0.0356,-182800.0,1481.0,0.06439,0.69966,42.9,0.08787,0.00425,0.01359,0.0034,0.24214,0.0,0.45794,0.099,0.426,0.0,0.06936,0.10679,2.62,0.0,0.08801,0.07814,0.04733,31.852999999999998,2354.0,899.0,966.0,0.069,0.047,0.105,0.088,0.064,0.185,0.008,0.197,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.117,0.0325,2.4899999999999998,0.024,0.0248,0.0304,0.0233,0.0,0.0,1.0,1.0,1.0,2354.0,899.0,0.0439,0.0,0.04718,182800.0,0.06439,0.26029,0.02336,0.05692,0.30969,0.0,0.0,0.0,0.06936,0.15336,0.98551,0.0,0.00534,0.08788,9.6,0.244,1.0,1.0,1.0,0.0,48201,0.0,
48201341400,13445888,2139870,0.04197,0.30635,0.02885,-65201.0,-0.18494,-272500.0,1165.0,0.02866,0.73919,47.7,0.15112,0.0,0.02742,0.02802,0.19155,0.0031,0.50641,0.06609,0.4954,0.0,0.07092,0.18494,2.5,0.0082,0.06489,0.03389,0.01088,17.641000000000002,4996.0,1952.0,2101.0,0.042,0.029,0.117,0.065,0.029,0.201,0.041,0.209,0.268,0.003,0.0,0.022,0.223,0.0,0.008,0.127,0.1902,15.540000000000001,0.1787,0.1661,0.2064,0.167,0.0,0.0,1.0,1.0,1.0,4996.0,1952.0,0.04197,0.02152,0.02885,272500.0,0.02866,0.30072,0.0415,0.03223,0.26841,0.0031,0.0,0.02222,0.07092,0.13429,0.90243,0.0082,0.00504,0.01383,19.7,0.323,1.0,1.0,1.0,0.0,48201,0.0,
48201310600,1775821,0,0.24432,0.27309,0.04748,-23145.0,-0.03895,-166200.0,864.0,0.3149,0.73258,34.7,0.43895,0.00495,0.11115,0.01218,0.7284,0.13813,0.56738,0.16849,0.50415,0.01282,0.08454,0.57374,2.3,0.31947,0.18386,0.15937,0.0676,79.048,5254.0,2285.0,2496.0,0.375,0.047,0.467,0.184,0.315,0.12,0.079,0.208,0.859,0.138,0.013,0.0,0.063,0.094,0.319,0.148,0.9184,82.48,0.9093,0.8222,0.9313,0.8434,5.0,2.0,4.0,4.0,1.0,5254.0,2285.0,0.24432,0.08403,0.04748,166200.0,0.3149,0.24595,0.12429,0.04511,0.85877,0.13813,0.01282,0.0,0.08454,0.49943,0.98037,0.31947,0.05347,0.24245,90.5,0.763,4.0,4.0,1.0,0.0,48201,0.0,
48201254700,14518083,15406567,0.08672,0.25771,0.06816,-29677.0,-0.05179,-184700.0,1044.0,0.19822,0.6922,36.1,0.40268,0.0,0.08202,0.00451,0.45291,0.09705,0.46462,0.1418,0.38558,0.21898,0.15433,0.49692,2.72,0.02836,0.29157,0.12748,0.1745,53.669999999999995,2219.0,811.0,959.0,0.204,0.068,0.34,0.292,0.198,0.128,0.113,0.263,0.556,0.097,0.219,0.005,0.048,0.094,0.028,0.122,0.9262,85.84,0.9335,0.8894,0.9025,0.8259,3.0,0.0,4.0,4.0,1.0,2219.0,811.0,0.08672,0.02096,0.06816,184700.0,0.19822,0.20715,0.14797,0.09914,0.55566,0.09705,0.21898,0.00451,0.15433,0.49887,0.80396,0.02836,0.0,0.10358,73.5,0.636,3.0,3.0,1.0,0.0,48201,0.0,
48201322600,2478997,12509,0.15729,0.25738,0.11397,-19437.0,-0.00879,-116000.0,984.0,0.36264,0.64438,33.3,0.3008,0.0013,0.00613,0.00149,0.7597,0.12426,0.47892,0.1833,0.41347,0.0029,0.07706,0.26616,3.36,0.00502,0.26667,0.22217,0.20393,81.729,5385.0,1593.0,1726.0,0.286,0.114,0.273,0.267,0.363,0.105,0.076,0.296,0.771,0.124,0.003,0.005,0.151,0.16,0.005,0.135,0.9265,87.22999999999999,0.9234,0.8827,0.9398,0.8915,5.0,2.0,4.0,4.0,1.0,5385.0,1593.0,0.15729,0.02385,0.11397,116000.0,0.36264,0.21092,0.14124,0.05998,0.7714,0.12426,0.0029,0.00483,0.07706,0.19985,0.96234,0.00502,0.0,0.04834,56.49999999999999,0.532,3.0,3.0,1.0,0.0,48201,0.0,
48201310700,1947137,27539,0.3225,0.37578,0.01983,-25173.0,-0.04391,-329200.0,837.0,0.30831,0.73648,34.1,0.37385,0.0,0.00641,0.0,0.78179,0.23923,0.48707,0.1123,0.40522,0.0,0.10045,0.43977,2.88,0.10728,0.29472,0.13525,0.20607,85.289,4679.0,1594.0,1772.0,0.416,0.02,0.279,0.295,0.308,0.182,0.073,0.274,0.795,0.239,0.0,0.02,0.16,0.107,0.107,0.127,0.9367,88.4,0.9338,0.8932,0.9485,0.9051,4.0,1.0,4.0,4.0,1.0,4679.0,1594.0,0.3225,0.01443,0.01983,329200.0,0.30831,0.34379,0.12735,0.06732,0.79483,0.23923,0.0,0.01966,0.10045,0.50905,0.96388,0.10728,0.0463,0.37139,92.2,0.78,4.0,4.0,1.0,0.0,48201,0.0,
48201231200,13888540,80928,0.20457,0.42312,0.1509,-17796.0,-0.00895,-84100.0,808.0,0.2072,0.83422,34.7,0.71767,0.0,0.7311,0.0,0.211,0.06937,0.60205,0.38848,0.67717,0.0,0.08315,0.51226,2.69,0.12106,0.15915,0.21363,0.04617,85.685,6943.0,2569.0,2802.0,0.405,0.151,0.427,0.159,0.207,0.169,0.174,0.302,0.943,0.069,0.0,0.006,0.22,0.044,0.121,0.214,0.9912,96.28999999999999,0.9898,0.961,0.9948,0.9732,3.0,3.0,4.0,4.0,1.0,6943.0,2569.0,0.20457,0.05255,0.1509,84100.0,0.2072,0.31102,0.25924,0.06366,0.94268,0.06937,0.0,0.00562,0.08315,0.50377,0.65453,0.12106,0.06307,0.18451,96.39999999999999,0.836,4.0,4.0,1.0,0.0,48201,0.0,
48201222100,2277585,293,0.43158,0.17221,0.05054,-13184.0,-0.01881,-86800.0,866.0,0.54363,0.67923,32.4,0.4696,0.0,0.00092,0.0,0.93011,0.39817,0.52989,0.22721,0.32737,0.05959,0.09496,0.34515,3.91,0.05716,0.40129,0.14178,0.3448,98.491,5437.0,1382.0,1527.0,0.54,0.051,0.474,0.401,0.544,0.072,0.086,0.32,0.931,0.398,0.06,0.006,0.015,0.024,0.057,0.074,0.9338,91.33,0.9234,0.9058,0.9368,0.9149,7.0,5.0,4.0,4.0,1.0,5437.0,1382.0,0.43158,0.04197,0.05054,86800.0,0.54363,0.14834,0.26266,0.07706,0.93103,0.39817,0.05959,0.00589,0.09496,0.35116,0.98559,0.05716,0.0,0.46816,86.9,0.733,4.0,4.0,1.0,0.0,48201,0.0,
48201222200,2990940,14884,0.33535,0.25767,0.04734,-18261.0,-0.0,-102400.0,952.0,0.41369,0.60679,39.0,0.53198,0.0,0.18661,0.00212,0.68737,0.23887,0.41412,0.1296,0.26595,0.04814,0.11593,0.65107,2.53,0.22699,0.41896,0.15917,0.4775,81.114,3301.0,1304.0,1475.0,0.481,0.047,0.36,0.419,0.414,0.159,0.051,0.168,0.902,0.239,0.048,0.0,0.365,0.021,0.227,0.123,0.9069,86.28,0.8937,0.8564,0.9086,0.8623,6.0,4.0,4.0,4.0,1.0,3301.0,1304.0,0.33535,0.1365,0.04734,102400.0,0.41369,0.30061,0.14034,0.03363,0.90185,0.23887,0.04814,0.0,0.11593,0.50167,0.89559,0.22699,0.0,0.37653,86.8,0.732,4.0,4.0,1.0,0.0,48201,0.0,
48201222300,4994812,2015,0.25913,0.29843,0.01518,-14853.0,-0.0,-84500.0,1069.0,0.47967,0.64277,30.0,0.48,0.0,0.01091,0.00643,0.91313,0.34643,0.4476,0.12179,0.25311,0.33152,0.0462,0.27991,3.65,0.01496,0.44679,0.17255,0.30134,95.985,5134.0,1404.0,1472.0,0.394,0.015,0.35,0.447,0.48,0.078,0.126,0.327,0.933,0.346,0.332,0.003,0.0,0.055,0.015,0.066,0.8435,82.42,0.8163,0.8079,0.8486,0.8306,6.0,4.0,4.0,4.0,1.0,5134.0,1404.0,0.25913,0.05057,0.01518,84500.0,0.47967,0.19231,0.24786,0.11726,0.9328,0.34643,0.33152,0.00253,0.0462,0.31713,0.92731,0.01496,0.0,0.34046,81.6,0.692,4.0,4.0,1.0,0.0,48201,0.0,
48201211900,1247524,0,0.33455,0.3319,0.09161,-13056.0,-0.01225,-81900.0,892.0,0.4569,0.77854,33.7,0.3824,0.00839,0.00114,0.00572,0.96341,0.2515,0.48599,0.28659,0.2494,0.00337,0.0831,0.35946,3.21,0.01041,0.34725,0.22222,0.25785,97.978,5247.0,1633.0,1781.0,0.523,0.092,0.292,0.347,0.457,0.181,0.087,0.28,0.979,0.252,0.003,0.0,0.017,0.086,0.01,0.093,0.8941,85.94000000000001,0.8727,0.8371,0.9109,0.8783,5.0,5.0,4.0,4.0,1.0,5247.0,1633.0,0.33455,0.04654,0.09161,81900.0,0.4569,0.32578,0.1384,0.11187,0.97865,0.2515,0.00337,0.0,0.0831,0.49838,0.93936,0.01041,0.01087,0.19718,95.19999999999999,0.818,4.0,4.0,1.0,0.0,48201,0.0,
48491020405,3084759,0,0.0577,0.14382,0.05312,-34601.0,-0.05547,-249700.0,1369.0,0.13988,0.68885,32.2,0.28432,0.00842,0.05867,0.19409,0.15765,0.04295,0.48495,0.14263,0.44721,0.0,0.08782,0.63986,2.87,0.04517,0.10988,0.06219,0.0299,23.413999999999998,7244.0,2524.0,2767.0,0.108,0.053,0.319,0.11,0.14,0.097,0.097,0.303,0.441,0.043,0.0,0.0,0.263,0.025,0.045,0.078,0.5948,42.0,0.5717,0.4271,0.6325,0.4528,0.0,0.0,3.0,2.0,0.0,7244.0,2524.0,0.0577,0.01743,0.05312,249700.0,0.13988,0.15967,0.11569,0.10643,0.44133,0.04295,0.0,0.0,0.08782,0.73054,0.92772,0.04517,0.00267,0.0317,67.7,0.598,3.0,3.0,1.0,0.0,48491,0.0,
48439111022,6051854,4749,0.07647,0.20826,0.05568,-28399.0,-0.0,-162300.0,1694.0,0.04049,0.60897,30.2,0.28121,0.0,0.31507,0.0363,0.22097,0.00926,0.44984,0.18732,0.46113,0.0,0.0,0.19139,3.46,0.0,0.11091,0.1222,0.02108,19.59,5951.0,1719.0,1719.0,0.216,0.056,0.196,0.111,0.04,0.084,0.063,0.336,0.588,0.009,0.0,0.0,0.0,0.029,0.0,0.086,0.2647,16.76,0.2136,0.1478,0.2813,0.1794,1.0,0.0,2.0,1.0,0.0,5951.0,1719.0,0.07647,0.0192,0.05568,162300.0,0.04049,0.17859,0.13496,0.07495,0.58797,0.00926,0.0,0.0,0.0,0.19896,0.19779,0.0,0.0,0.04654,15.4,0.294,1.0,1.0,1.0,0.0,48439,0.0,
48439111019,6029974,0,0.08292,0.2189,0.09241,-21535.0,-0.02224,-142500.0,1154.0,0.33004,0.77063,32.4,0.28293,0.0,0.27574,0.13174,0.38644,0.15571,0.53248,0.14246,0.45728,0.0,0.13677,0.27797,3.33,0.03127,0.23079,0.2448,0.08145,85.524,4896.0,1439.0,1667.0,0.265,0.092,0.218,0.231,0.33,0.155,0.071,0.221,0.799,0.156,0.0,0.022,0.008,0.047,0.031,0.083,0.7874,68.10000000000001,0.7608,0.6629,0.801,0.6938,3.0,0.0,4.0,3.0,0.0,4896.0,1439.0,0.08292,0.00486,0.09005,142500.0,0.33004,0.12995,0.12092,0.08313,0.79943,0.15571,0.0,0.02206,0.13677,0.32477,0.59928,0.03127,0.0,0.03614,51.1,0.501,3.0,3.0,1.0,0.0,48439,0.0,
48439111318,18316507,128691,0.08567,0.30221,0.11522,-33561.0,-0.07179,-224500.0,881.0,0.12579,0.6575,42.5,0.15302,0.0,0.10696,0.00654,0.08064,0.00991,0.50629,0.07831,0.46106,0.23097,0.14799,0.20231,2.99,0.00803,0.13177,0.12319,0.02728,39.385,5965.0,1992.0,2338.0,0.236,0.115,0.206,0.132,0.126,0.116,0.033,0.263,0.214,0.01,0.231,0.0,0.0,0.02,0.008,0.214,0.5467,36.11,0.5612,0.4001,0.587,0.3943,2.0,2.0,3.0,2.0,0.0,5965.0,1992.0,0.08567,0.02861,0.11522,224500.0,0.12579,0.14257,0.06476,0.03554,0.21408,0.00991,0.23097,0.0,0.14799,0.19832,0.60607,0.00803,0.0,0.06275,17.5,0.308,1.0,1.0,1.0,0.0,48439,0.0,
48439111554,2579439,1452,0.06682,0.14685,0.00432,-32788.0,-0.05128,-215100.0,1981.0,0.13114,0.60235,34.9,0.173,0.0,0.23545,0.15516,0.35704,0.03962,0.5007,0.09635,0.41269,0.0,0.06941,0.17016,3.31,0.0,0.19038,0.13638,0.04375,28.849999999999998,4260.0,1287.0,1383.0,0.161,0.004,0.176,0.19,0.131,0.067,0.0,0.275,0.754,0.04,0.0,0.0,0.0,0.006,0.0,0.056,0.135,8.86,0.0885,0.059,0.131,0.0864,1.0,0.0,1.0,1.0,1.0,4260.0,1287.0,0.06682,0.0,0.00432,215100.0,0.13114,0.08936,0.06371,0.03427,0.75446,0.03962,0.0,0.0,0.06941,0.20845,0.8214,0.0,0.0,0.0202,2.4,0.134,1.0,1.0,1.0,0.0,48439,0.0,
48439113940,5054200,17320,0.00168,0.05449,0.02763,-41077.0,-0.14821,-266300.0,1782.0,0.02109,0.64307,33.7,0.29494,0.0,0.07458,0.05317,0.18189,0.02565,0.49741,0.12816,0.472,0.0,0.08277,0.12206,3.12,0.0048,0.05303,0.13625,0.0,11.795,7147.0,2294.0,2501.0,0.002,0.028,0.139,0.053,0.021,0.04,0.165,0.344,0.336,0.026,0.0,0.0,0.067,0.0,0.005,0.031,0.0949,7.75,0.0789,0.0797,0.1193,0.0949,2.0,2.0,1.0,1.0,1.0,7147.0,2294.0,0.00168,0.0,0.02763,266300.0,0.02109,0.08893,0.17524,0.10536,0.33595,0.02565,0.0,0.0,0.08277,0.11207,0.0,0.0048,0.0205,0.00349,24.6,0.354,1.0,1.0,1.0,0.0,48439,0.0,
48439111023,2899668,19172,0.08441,0.08691,0.00394,-24620.0,-0.0,-171500.0,1877.0,0.13953,0.62521,30.0,0.41274,0.0,0.52328,0.03758,0.24131,0.02606,0.49972,0.2642,0.48468,0.0,0.02924,0.19704,3.52,0.00494,0.12683,0.28374,0.08354,31.369999999999997,7132.0,2025.0,2086.0,0.187,0.004,0.332,0.127,0.14,0.029,0.164,0.365,0.866,0.026,0.0,0.0,0.0,0.005,0.005,0.076,0.3539,25.31,0.276,0.1987,0.3725,0.2629,2.0,2.0,2.0,2.0,1.0,7132.0,2025.0,0.08441,0.0,0.0039,171500.0,0.13953,0.08296,0.24642,0.09605,0.86554,0.02606,0.0,0.0,0.02924,0.19462,0.20134,0.00494,0.0,0.02173,15.4,0.294,1.0,1.0,1.0,0.0,48439,0.0,
48439121612,4108681,153684,0.14613,0.43365,0.04214,-47687.0,-0.16825,-254400.0,1080.0,0.01749,0.84428,52.2,0.38261,0.0,0.07562,0.04037,0.22877,0.06526,0.53989,0.09795,0.54871,0.13987,0.0531,0.05055,2.42,0.01343,0.22269,0.15839,0.01194,57.729,3121.0,1266.0,1337.0,0.229,0.042,0.178,0.223,0.017,0.291,0.021,0.142,0.367,0.065,0.14,0.02,0.0,0.015,0.013,0.088,0.4679,36.5,0.4438,0.3773,0.466,0.3639,2.0,1.0,2.0,2.0,1.0,3121.0,1266.0,0.14613,0.01264,0.04214,254400.0,0.01749,0.45498,0.06951,0.01314,0.36719,0.06526,0.13987,0.01987,0.0531,0.05917,0.87809,0.01343,0.0,0.07188,25.2,0.357,2.0,2.0,1.0,0.0,48439,0.0,
48439106525,1346236,113591,0.01039,0.33227,0.0,-35872.0,-0.0639,-217600.0,1177.0,0.02598,0.84216,37.4,0.11301,0.0,0.05195,0.29144,0.12073,0.07155,0.56309,0.02556,0.41276,0.0,0.08076,0.04952,3.23,0.0,0.08313,0.09662,0.02064,60.0,2021.0,626.0,681.0,0.124,0.0,0.224,0.083,0.026,0.171,0.026,0.238,0.476,0.072,0.0,0.0,0.0,0.0,0.0,0.114,0.1047,7.8100000000000005,0.0774,0.068,0.074,0.0526,0.0,0.0,1.0,1.0,1.0,2021.0,626.0,0.01039,0.0,0.0,217600.0,0.02598,0.10064,0.05272,0.10787,0.476,0.07155,0.0,0.0,0.08076,0.04899,0.03084,0.0,0.0,0.0,3.3000000000000003,0.159,1.0,1.0,1.0,0.0,48439,0.0,
48201422000,1462387,0,0.02186,0.31654,0.05277,-53232.0,-0.19277,-344500.0,1898.0,0.06601,0.8199,40.9,0.23678,0.0,0.07196,0.14556,0.14104,0.02551,0.50781,0.07229,0.46631,0.0,0.14832,0.1621,2.65,0.01972,0.12005,0.0584,0.0,32.615,2432.0,913.0,1072.0,0.035,0.053,0.149,0.12,0.066,0.215,0.096,0.262,0.374,0.026,0.0,0.003,0.036,0.0,0.02,0.084,0.3804,28.560000000000002,0.3535,0.2932,0.3658,0.2712,0.0,0.0,2.0,2.0,1.0,2432.0,913.0,0.02186,0.0,0.05277,344500.0,0.06601,0.32968,0.10296,0.09745,0.37418,0.02551,0.0,0.00329,0.14832,0.1712,0.98601,0.01972,0.0,0.05915,34.5,0.409,2.0,2.0,1.0,0.0,48201,0.0,
48491020406,2761980,491,0.06703,0.16299,0.02851,-40367.0,-0.05552,-331400.0,1245.0,0.04408,0.56163,32.6,0.44113,0.00111,0.02859,0.02938,0.24682,0.02037,0.44298,0.10747,0.41292,0.0,0.21966,0.86797,2.23,0.02918,0.17567,0.07951,0.06862,5.905,6296.0,2810.0,3601.0,0.156,0.029,0.396,0.176,0.044,0.054,0.072,0.168,0.359,0.02,0.0,0.003,0.508,0.011,0.029,0.119,0.4599,34.510000000000005,0.4361,0.3574,0.4794,0.3556,1.0,1.0,2.0,2.0,1.0,6296.0,2810.0,0.06703,0.0,0.02851,331400.0,0.04408,0.09502,0.1,0.06433,0.35943,0.02037,0.0,0.00286,0.21966,0.78863,0.78089,0.02918,0.00522,0.03772,42.4,0.453,2.0,2.0,1.0,0.0,48491,0.0,
48491020503,15204302,117526,0.06025,0.3687,0.0221,-45231.0,-0.13939,-284800.0,1340.0,0.0387,0.747,46.4,0.14858,0.00978,0.00738,0.08187,0.17542,0.02374,0.49914,0.02997,0.42349,0.0,0.05824,0.13321,2.77,0.1275,0.07621,0.04335,0.02186,33.495000000000005,5826.0,2102.0,2232.0,0.084,0.022,0.16,0.076,0.039,0.195,0.021,0.214,0.307,0.024,0.0,0.0,0.067,0.008,0.127,0.158,0.2754,19.220000000000002,0.2563,0.202,0.3106,0.2166,0.0,0.0,2.0,1.0,0.0,5826.0,2102.0,0.06025,0.06946,0.0221,284800.0,0.0387,0.29163,0.04234,0.05304,0.30724,0.02374,0.0,0.00034,0.05824,0.0862,0.7948,0.1275,0.0,0.1627,36.199999999999996,0.419,2.0,2.0,1.0,0.0,48491,0.0,
48491020602,4593779,20804,0.06557,0.1989,0.07738,-33932.0,-0.09761,-248800.0,1442.0,0.07759,0.59989,37.6,0.17077,0.00578,0.05509,0.041,0.36832,0.08831,0.46929,0.06507,0.43591,0.00175,0.0507,0.27072,3.4,0.03683,0.15354,0.18668,0.04193,24.0,5536.0,1629.0,1716.0,0.137,0.077,0.2,0.154,0.078,0.09,0.045,0.265,0.499,0.088,0.002,0.0,0.0,0.077,0.037,0.102,0.5078,37.25,0.4684,0.366,0.5281,0.389,0.0,0.0,3.0,2.0,0.0,5536.0,1629.0,0.06557,0.00246,0.07738,248800.0,0.07759,0.15163,0.06384,0.04064,0.49892,0.08831,0.00175,0.0,0.0507,0.3461,0.92774,0.03683,0.00274,0.04174,33.1,0.401,2.0,2.0,1.0,0.0,48491,0.0,
48201211600,1178453,0,0.22456,0.18299,0.02703,-19264.0,-0.02062,-84700.0,762.0,0.35343,0.66202,37.6,0.35866,0.0,0.16559,0.0,0.78775,0.18512,0.48088,0.15464,0.43386,0.00386,0.10046,0.54124,2.65,0.20533,0.27641,0.23016,0.19775,77.641,3086.0,1164.0,1294.0,0.296,0.027,0.341,0.276,0.353,0.109,0.058,0.233,0.959,0.185,0.004,0.0,0.113,0.034,0.205,0.21,0.8807,79.55,0.8581,0.7644,0.874,0.7793,5.0,3.0,4.0,4.0,1.0,3086.0,1164.0,0.22456,0.06357,0.02703,84700.0,0.35343,0.21735,0.10137,0.07226,0.95949,0.18512,0.00386,0.0,0.10046,0.50972,0.79521,0.20533,0.08276,0.29553,91.0,0.768,4.0,4.0,1.0,0.0,48201,0.0,
48201211700,4442125,4111,0.32926,0.29393,0.08406,-17879.0,-0.02837,-67400.0,795.0,0.26814,0.60071,29.9,0.59026,0.0,0.48041,0.02603,0.42962,0.11836,0.4142,0.16548,0.36772,0.01738,0.15174,0.57998,3.11,0.13002,0.33359,0.32722,0.15633,58.418000000000006,3957.0,1269.0,1496.0,0.483,0.084,0.38,0.334,0.268,0.12,0.125,0.267,0.94,0.118,0.017,0.001,0.182,0.093,0.13,0.196,0.9931,98.55000000000001,0.9921,0.9851,0.9933,0.9874,5.0,1.0,4.0,4.0,1.0,3957.0,1269.0,0.32926,0.05516,0.08406,67400.0,0.26814,0.2301,0.16233,0.06697,0.9396,0.11836,0.01738,0.00126,0.15174,0.45825,0.89439,0.13002,0.01682,0.26005,95.89999999999999,0.829,4.0,4.0,1.0,0.0,48201,0.0,
48339694207,2736619,6810551,0.0,0.26823,0.0,-68720.0,-0.0,-187300.0,1404.0,0.0,0.80818,58.9,,0.0,0.0,0.0,0.0,0.0,0.54302,0.0,0.49693,0.0,0.20825,0.0,1.85,0.0,0.6897,0.0,0.0,45.773,709.0,384.0,485.0,0.0,0.0,0.083,0.69,0.0,0.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185,0.0063,1.7000000000000002,0.0112,0.0243,0.0057,0.016,2.0,2.0,1.0,1.0,1.0,709.0,384.0,0.0,0.0,0.0,187300.0,0.0,0.28646,0.0,0.0,0.0,0.0,0.0,0.0,0.20825,0.0,0.45361,0.0,0.0,0.0,1.0,0.072,1.0,1.0,1.0,0.0,48339,0.0,
48339690404,12627803,0,0.03751,0.13884,0.03323,-35850.0,-0.1719,-232100.0,1853.0,0.06481,0.65805,30.7,0.22018,0.00626,0.03737,0.02947,0.20398,0.02778,0.52552,0.06391,0.39062,0.08926,0.0,0.12562,3.35,0.00771,0.1187,0.04905,0.05156,24.938,6074.0,1815.0,1815.0,0.043,0.033,0.246,0.119,0.065,0.063,0.084,0.323,0.28,0.028,0.089,0.0,0.005,0.052,0.008,0.041,0.3721,24.29,0.3613,0.263,0.3946,0.2564,1.0,0.0,2.0,1.0,0.0,6074.0,1815.0,0.03751,0.02039,0.03323,232100.0,0.06481,0.12562,0.13223,0.06948,0.27988,0.02778,0.08926,0.0,0.0,0.11969,0.26777,0.00771,0.00431,0.00771,25.5,0.359,2.0,2.0,1.0,0.0,48339,0.0,
48339694002,79192667,22480,0.27763,0.26394,0.13209,-22860.0,-0.04208,-113400.0,736.0,0.15567,0.68838,32.0,0.32692,0.01191,0.00874,0.00863,0.36518,0.06994,0.48814,0.13363,0.32636,0.46353,0.08941,0.25471,3.38,0.00812,0.262,0.13669,0.1938,64.117,9149.0,2709.0,2975.0,0.376,0.132,0.199,0.262,0.156,0.091,0.062,0.316,0.402,0.07,0.464,0.0,0.0,0.195,0.008,0.122,0.7573,64.03999999999999,0.7614,0.6709,0.8194,0.7025,5.0,3.0,4.0,3.0,0.0,9149.0,2709.0,0.27763,0.01587,0.13209,113400.0,0.15567,0.17719,0.13806,0.10919,0.40212,0.06994,0.46353,0.0,0.08941,0.26134,0.67529,0.00812,0.00363,0.05389,65.4,0.586,3.0,3.0,1.0,0.0,48339,0.0,
48339694106,22715964,230201,0.37936,0.33953,0.05387,-23887.0,-0.0551,-155000.0,1127.0,0.22373,0.75766,31.2,0.34705,0.0,0.01043,0.01213,0.49553,0.12692,0.50447,0.18802,0.46041,0.16106,0.0608,0.14876,3.24,0.03512,0.36404,0.28688,0.16161,84.27799999999999,4700.0,1452.0,1546.0,0.398,0.054,0.242,0.364,0.224,0.152,0.138,0.372,0.634,0.127,0.161,0.0,0.0,0.125,0.035,0.082,0.8443,78.5,0.8393,0.803,0.8575,0.7996,4.0,2.0,4.0,4.0,1.0,4700.0,1452.0,0.37936,0.05579,0.05387,155000.0,0.22373,0.32438,0.17424,0.10149,0.63447,0.12692,0.16106,0.0,0.0608,0.22255,0.55951,0.03512,0.0,0.14532,75.9,0.651,4.0,4.0,1.0,0.0,48339,0.0,
